source,historic registered,tornado_name,tornado_year,town,overall_photos_folder,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,first_floor_ceiling_m,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1213 6th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17502551,-86.78973727,1213 6th Ave N Nashville TN 37208 US,The Cupcake Collection,,6,no,business,1,1900,221,isolated,right_on_street,4.5,0.7,e,3,21.7,11,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,un,yes,30,un,15,20,15,20,30,un,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,un,1,asphalt,3,0.15,0,,un,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,no value,some,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,"coplex roof type (includng overlapping gable, and shed)"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1211 6th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17493497,-86.78966949,1211 6th Ave N Nashville TN 37208 US,,,6,no,residential,1,1900,265.19,isolated,recessed,4.7,0.6,e,3,25.3,10.29,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,un,yes,50,un,7,15,7,15,50,un,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,un,1,asphalt,3,0.15,0,,un,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no evidence of damage and not on fulcrum
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1101 6th Ave N Nashville TN 37208 US,2,36.1717,36.1525,-86.9526,-85.8904,36.17425754,-86.78924975,1101 6th Ave N Nashville TN 37208 US,Elliott Germantown,,19,yes,residential,3,1916,"1,333.68",isolated,recessed,11.4,0.4,e,4.5,39.66,45.36,0.4,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_steel,no,3,double_leaf,2,masonry_block_unreinforced,stone,2,un,1,not_applicable,3,brick,3,not_applicable,no,25,2,35,35,35,35,25,2,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,un,1,0,1,,no,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,mostly just roof damage; no visible damaged fenestration,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,3,yes,,yes,residential,residential,residential,not_applicable,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,considerable,exceptional,exceptional,exceptional,0,1,0,0,0,0,yes,yes,yes,yes,yes,residential,minor,no,no,no,used t19 but three stories tall
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1230 6th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.1761434,-86.78989985,1230 6th Ave N Nashville TN 37208 US,,,19,no,residential,2,1899,177.85,isolated,recessed,6.4,0.4,w,2.8,18.7,9.74,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,un,yes,40,15,10,10,10,10,15,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,un,1,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1228 6th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17608845,-86.789728,1228 6th Ave N Nashville TN 37208 US,,,6,no,residential,1,1877,336.52,isolated,recessed,4.9,0.4,w,2.8,33.47,9.91,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,20,15,15,15,15,15,15,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,un,1,asphalt,3,0.3,0,2022,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1218 6th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17559812,-86.78951279,1218 6th Ave N Nashville TN 37208 US,Germantown Inn,,19,yes,residential,2,1870,150.02,isolated,right_on_street,6.4,0,w,2.8,18.17,8.23,0.3,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,not_applicable,no,40,20,15,7,7,15,20,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,corrugated_steel,3,0,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,considerable,some,considerable,0,1,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1231 5th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17645234,-86.789083,1231 5th Ave N Nashville TN 37208 US,,,6,no,residential,1,1860,353.9,isolated,right_on_street,4.5,0.6,e,3,44.21,8.63,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,35,25,60,15,25,15,35,60,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,no,no,no,yes,wooden_trusses,2,un,dimensional_lumber,2,corrugated_steel,3,0.3,0,2021,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1227&1225 5th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17635417,-86.78904161,1229/1227 5th Ave N Nashville TN 37208 US,,,6,no,residential,1,1860,326,isolated,right_on_street,4.2,0.8,e,3,21.9,13.6,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,un,yes,40,30,30,30,30,30,40,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,un,1,corrugated_steel,3,0.15,0,un,yes,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,side-by-side duplex
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1225&1223 5th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17622093,-86.78897028,1225/1223 5th Ave N Nashville TN 37208 US,,,6,no,residential,1,1860,326,isolated,right_on_street,4.2,0.8,e,3,21.9,13.6,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,un,yes,40,30,30,30,30,30,40,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,un,1,corrugated_steel,3,0.15,0,un,yes,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,side-by-side duplex
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1217 5th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17598168,-86.78883732,1217 5th Ave N Nashville TN 37208 US,,,19,no,residential,2,1899,234.75,isolated,recessed,8.5,0.6,w,2.9,27.17,9.54,0.3,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,1,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,40,20,5,20,5,20,20,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.75,0,,un,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1215 5th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17589929,-86.78873514,1215 5th Ave N Nashville TN 37208 US,,,6,no,residential,2,1899,215,isolated,right_on_street,6,0.7,e,3,26,8.91,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,"brick,wood",3,wood,yes,40,25,25,65,25,65,40,25,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.3,0,un,yes,building_addition,3,"wind, wind-borne debris",undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,no value,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1213 5th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17576435,-86.78863386,1213 5th Ave N Nashville TN 37208 US,,,6,no,residential,2,1920,171,isolated,right_on_street,4.8,0.7,e,2.8,18.3,8.6,0.2,hip,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick ,3,un,yes,45,40,45,40,45,40,45,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.4,0,,no,not_applicable,3,"wind, wind-borne debris, tree-fall",minor,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,no value,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,minor,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1205 4th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17593276,-86.78713699,1205 4th Ave N Nashville TN 37208 US,,,6,no,residential,1,1930,119,isolated,recessed,5,0.9,e,4,9.54,12.6,0.2,hip,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,45,0,25,25,25,25,45,0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.3,0,,no,not_applicable,3,wind,minor,1,1,1,damage to 1 window; roof cover damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,some,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,minor,no,no,no,one story brick buisness building 
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1222 4th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17695456,-86.78724878,1222 4th Ave N Nashville TN 37208 US,,,6,no,business,1,1899,248,isolated,recessed,5,0,w,4,12.5,20.6,0.2,hip,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,45,15,0,0,0,0,15,45,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,corrugated_steel,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,some,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,"one story brick buisness building, steel roof"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,521 Woodland St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17280271,-86.76311861,521 Woodland St Nashville TN 37206 US,Holy Name Catholic Church,,19,no,religious,2,1857,444,isolated,recessed,8.2,0.2,s,4,30.3,15.2,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,25,10,35,35,10,25,35,35,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,considerable,considerable,considerable,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,two story brick church building with no damage that I could see from the photos
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,521 Woodland St Nashville TN 37206 US (building to the left),0,36.1717,36.1525,-86.9526,-85.8904,36.17267201,-86.76328533,521 Woodland St Nashville TN 37206 US,(side building to the left),,19,no,residential,2,1857,167,isolated,recessed,6,0.9,s,3,18.4,8.79,0.2,hip,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,40,50,40,40,50,40,40,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.15,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,two story brick residential house with a stone base
